Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2006-06-26; ; ; ;52,13;85,00
2006-06-23; ; ; ;51,12;65,00
2006-06-22; ; ; ;51,15;20,00
2006-06-21; ; ; ;50,94;0,00
2006-06-20; ; ; ;51,95;200,00
2006-06-19; ; ; ;51,97;535,00
2006-06-16; ; ; ;51,96;115,00
2006-06-15; ; ; ;50,95;0,00
2006-06-14; ; ; ;51,95;197,00
2006-06-13; ; ; ;50,91;50,00
2006-06-12; ; ; ;50,80;0,00
2006-06-09; ; ; ;50,90;0,00
2006-06-08; ; ; ;50,90;80,00
2006-06-07; ; ; ;50,90;0,00
2006-06-06; ; ; ;50,90;300,00
2006-06-05; ; ; ;50,90;95,00
2006-06-02; ; ; ;51,69;80,00
2006-06-01; ; ; ;50,69;20,00
2006-05-31; ; ; ;51,32;300,00
2006-05-30; ; ; ;50,96;95,00
2006-05-29; ; ; ;50,61;53,00
2006-05-26; ; ; ;50,83;20,00
2006-05-25; ; ; ;50,72;0,00
2006-05-24; ; ; ;51,08;0,00
2006-05-23; ; ; ;51,08;0,00
2006-05-22; ; ; ;50,54;349,00
2006-05-19; ; ; ;50,69;0,00




